"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","OPG","location"
"AA_0344","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SG in our tank (mistake)",17.24,87.46,"73.57","Mus musculus","14-09-17",NA,NA,"0.06",NA,NA,NA,NA,NA,1,0,1,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"0.38","TRUE",TRUE,0,3,0,1,3,0,3,1,0,0.636796389489581,0,"13.4408 53.0497"
"AA_0345","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100/125","120","90","80","mm","dm","dm","mm","mm","mm","HI 14",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",9.25,64.07,"58.32","Mus musculus","14-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,0,0,1,0,0,"Dorfstrasse 84 Storkow","young","German",NA,NA,NA,NA,NA,NA,NA,"0.09","FALSE",TRUE,0,0,0,1,0,0,0,0,0,0.534768331717702,0,"13.4408 53.0497"
"AA_0346","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,NA,"mm","mm","dd","mm","mm","100","100","100/125","120","90","80","mm","dd","dm","mm","mm","mm","HI 12",0.739130435,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,42,20,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",19.29,86.1,"77.13","Mus musculus","14-09-17",NA,NA,"0.05",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"0.73","FALSE",TRUE,0,0,0,0,0,52,20,0,0,0.664253299369714,2397,"13.4408 53.0497"
"AA_0347","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d",NA,"m","m","m","d","m","m","100","100","100/125","120",NA,"80","mm","dd","dm","mm",NA,"mm","HI 12",0.705882353,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",6.77,64.54,"59.54","Mus musculus","14-09-17",NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow","young","German",NA,NA,NA,NA,NA,NA,NA,"0.04","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.458932134777563,6250,"13.4408 53.0497"
"AA_0348","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","m","m","m","100","95","100/125","120",NA,"100","mm","mm","dm","mm",NA,"dd","HI 13",0.777777778,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,8,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.49,77.47,"67.8","Mus musculus","14-09-17",NA,NA,"0.07",NA,NA,NA,NA,NA,0,15,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,NA,NA,"0.04","FALSE",TRUE,0,0,0,0,0,9,8,0,15,0.657862333530307,0,"13.4408 53.0497"
"AA_0349","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","94","95","100/125","120",NA,"80","dd","mm","dm","mm",NA,"mm","HI 12",0.695652174,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,71,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18.27,90.95,"73.72","Mus musculus","14-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,0,18,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"2 mice same cage ^!! 0.49","FALSE",TRUE,0,0,0,0,0,0,71,0,18,0.644137638345501,NA,"13.4408 53.0497"
"AA_0350","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm","HI 14",0.75,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,27,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.18,80.78,"71.76","Mus musculus","14-09-17",NA,NA,"0.05",NA,"0.0176",54,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",0.0651,0.0662,NA,NA,NA,NA,NA,"0.45","TRUE",TRUE,0,0,0,0,0,27,0,0,0,0.647523025893465,30556,"13.4408 53.0497"
"AA_0351","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","dm","100","100","125","120","100","100","mm","dd","mm","mm","dd","dd","HI 13",0.6,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hepatomegalia. Necrosis on the splee. Hypertrophic mesenteric lymph nodes",20.27,94.9,"77.88","Mus musculus","14-09-17",NA,NA,"0.2",NA,NA,NA,NA,NA,0,29,1,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"0.14","FALSE",TRUE,0,0,0,1,0,0,0,0,29,0.660939705781304,10714,"13.4408 53.0497"
"AA_0352","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm","HI 14",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,9,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.56,79.77,"70.3","Mus musculus","14-09-17",NA,NA,"0.04",NA,"17",91,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",0.07,77,NA,NA,NA,NA,NA,"1.24","TRUE",TRUE,0,0,0,0,0,37,9,0,0,0.640990090617497,6048,"13.4408 53.0497"
"AA_0353","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90/100","100","mm","dm","dd","mm","dm","dd","HI 13",0.68,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,1,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18.85,86.95,"77.48","Mus musculus","14-09-17",NA,NA,"0.04",NA,NA,NA,NA,NA,0,13,0,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"0.58","FALSE",TRUE,0,0,0,0,0,11,1,0,13,0.657624583774117,0,"13.4408 53.0497"
"AA_0354","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95/100","100","120","90","80","mm","dm","dd","mm","mm","mm","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7.22,61.21,"59.6","Mus musculus","14-09-17",NA,NA,"0.03",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow","young","German",NA,NA,NA,NA,NA,"0",0,"0.08","TRUE",FALSE,0,0,0,0,0,0,0,0,0,0.480482675513764,0,"13.4408 53.0497"
"AA_0355","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dm","mm","mm","100","95","100/125","120","90","100","mm","mm","dm","mm","mm","dd","HI 13",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,4,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20.09,85.06,"79.03","Mus musculus","14-09-17",NA,NA,"0.16",NA,NA,NA,NA,NA,0,17,1,0,0,"Dorfstrasse 84 Storkow",NA,"German",NA,NA,NA,NA,NA,"0",0,"0.41","FALSE",TRUE,0,0,0,1,0,7,4,0,17,0.675215215256922,0,"13.4408 53.0497"
"AA_0356","HZ_BR","JOACHH3","F",13.4589,53.1247,2017,"d",NA,"dm","dd","dd","dd","dd","dd","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm","HI 13",0.44,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7.75,60.66,"53.39","Mus musculus","14-09-17",NA,NA,"0.01",NA,NA,NA,NA,NA,0,0,0,0,0,"JOACHIM3","young","German",NA,NA,NA,NA,NA,"0",0,"0.16","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.498794381299947,0,"13.4589 53.1247"
"AA_0358","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","94","95/100","100/125","120","100","80","dd","dm","dm","mm","dd","mm","HI 13",0.64,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",26.7,89.31,"73.95","Mus musculus","14-09-17",NA,NA,"0.09",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow","pregnant","German",NA,NA,NA,NA,NA,"0",0,"0.05","TRUE",TRUE,0,0,0,0,0,0,0,0,0,0.731206723060778,0,"13.4408 53.0497"
"AA_0365","HZ_BR","DANNE16","M",13.9578,52.7714,2017,"d","m","m","m","m","d","m","m","100","100","100","100","70","80/100","mm","dd","dd","dd","mm","dm","HI 14",0.55,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.12,73.7,"70.01","Mus musculus","15-09-17",NA,NA,"0.0306",NA,"0.0116",0.0412,NA,NA,0,0,0,0,0,"Birkenweg 16 16259 Dannenberg","adult","Czech",0.0472,0.0528,NA,NA,NA,NA,NA,"0.08","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.59863630414326,0,"13.9578 52.7714"
"AA_0367","HZ_BR","DANNE16","F",13.9578,52.7714,2017,"d",NA,"mm","mm","mm","dm","mm","dm","100","95","100","100/120","90","100","mm","mm","dd","dm","mm","dd","HI 13",0.68,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.87,82.73,"73.19","Mus musculus","15-09-17",NA,NA,"0.0567",NA,NA,NA,NA,NA,0,0,0,0,0,"Birkenweg 16 16259 Dannenberg","post partum","Czech",NA,NA,0.0043,0.0061,0.0104,"0",0,"0.06","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.626062510213938,0,"13.9578 52.7714"
"AA_0370","HZ_BR","SEEW6","F",13.8767,52.2089,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20.34,84.42,"83.35","Mus musculus","15-09-17",NA,NA,"147",NA,NA,NA,NA,NA,0,0,0,0,0,"Seeweg 6, 15859 Storkow (Mark), Germany","pregnant","Czech",NA,NA,NA,NA,NA,"2",5,"0.73","TRUE",TRUE,0,0,0,0,0,8,0,0,0,0.679152902037098,0,"13.8767 52.2089"
"AA_0374","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","d","d","d","d","d","100","95/100","100/125","120","70","100","mm","dm","dm","mm","mm","dd","HI 14",0.55,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.4,77.68,"79.36","Mus musculus","15-09-17",NA,NA,"0.0246",NA,"0.0124",0.0725,NA,NA,0,0,0,0,0,"Sawaller dorfstrasse 10 15848","adult","Czech",0.0406,0.0419,NA,NA,NA,NA,NA,"0.22","FALSE",TRUE,0,0,0,0,0,4,0,0,0,0.628215061440563,0,"14.1808 52.0747"
"AA_0393","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d",NA,"mm","mm","mm","mm","mm","mm",NA,"95","100/125","120","70/100","80",NA,"mm","dm","mm","dm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,9,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",19.03,85.09,"75.59","Mus musculus","15-09-17",NA,NA,"49",NA,NA,NA,NA,NA,0,0,0,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","post partum","Czech",NA,NA,NA,NA,NA,"0",0,"0.13","FALSE",TRUE,0,0,0,0,0,6,9,0,0,0.662963379613504,0,"14.1442 52.0172"
"AA_0394","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m",NA,"mm","dm","dd","dm","mm","mm","94/100","95/100","100/125","120","70","100","dm","dm","dm","mm","mm","dd","HI 13",0.64,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.82,83.2,"78.85","Mus musculus","15-09-17",NA,NA,"0.0275",NA,NA,NA,NA,NA,0,0,0,0,0,"Sawaller dorfstrasse 10 15848","adult","Czech",NA,NA,3,0.0034,0.0064,"0",0,"0.6","FALSE",TRUE,0,0,0,0,0,7,0,0,0,0.624546591743288,0,"14.1808 52.0747"
"AA_0403","HZ_BR","SABR6","M",14.1736,52.0892,2017,"m","m","m","m","m","d","m","m","94/100","100","125","120","70/100","80","dm","dd","mm","mm","dm","mm","HI 14",0.75,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16,77.24,"77.13","Mus musculus","15-09-17",NA,NA,"0.03",NA,"0.0196",0.0738,NA,NA,0,0,0,0,0,"Beeskower strasse 6 ","adult","German",0.0537,0.0532,NA,NA,NA,NA,NA,"0.67","TRUE",TRUE,0,0,0,0,0,19,0,0,0,0.637828702594202,0,"14.1736 52.0892"
"AA_0422","HZ_BR","LETS38","M",14.3217,52.6506,2017,"d","m","m","m","m","m","m","m","94",NA,"125","120","70","80","dd",NA,"mm","mm","mm","mm","HI 13",0.833333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.88,80.69,"71.77","Mus musculus","16-09-17",NA,NA,"0.0366",NA,"0.0235",119,NA,NA,0,0,0,0,0,"Wriezenerstrasse 38 15324 Letschin","adult","Czech",0.0762,0.0775,NA,NA,NA,NA,NA,"0.29","FALSE",TRUE,0,0,0,0,0,1,0,0,0,0.643675137368366,0,"14.3217 52.6506"
"AA_0424","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",21.28,85.97,"75.35","Mus musculus","16-09-17",NA,NA,"0.0268",NA,NA,NA,NA,NA,0,0,0,0,0,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","pregnant","Czech",NA,NA,NA,NA,NA,"0",4,"1.11","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.686521949742629,0,"14.2775 52.6867"
"AA_0431","HZ_BR","KLEINB18","M",14.2769,52.6778,2017,"d","m","m","m","m",NA,"m","m","100","95","125","100/120","70","80","mm","mm","mm","dm","mm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.98,73.32,"70.77","Mus musculus","16-09-17",NA,NA,"0.0288",NA,"0.0087",0.0223,NA,NA,0,0,0,0,0,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",0.0528,0.0543,NA,NA,NA,NA,NA,"0.68","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.596858936964865,8824,"14.2769 52.6778"
"AA_0432","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"d",NA,"dd","dd","dd",NA,"dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd","HI 12",0.043478261,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.54,73.92,"85.25","Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"Pappelweg 5 Münchehofe","adult","Czech",NA,NA,0.0011,8e-04,0.0019,"0",0,"0.48","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.568400808969798,0,"13.6686 52.4936"
"AA_0433","HZ_BR","KLEINB25","F",14.2733,52.6817,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",12.23,79.78,"68.53","Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",NA,NA,NA,NA,NA,NA,NA,"0.01","FALSE",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.571759750414556,0,"14.2733 52.6817"
"AA_0434","HZ_BR","WICH28","M",13.6422,53.2375,2017,"d","m","m","m","d",NA,"m","m","100","95","100/125","120","70","100","mm","mm","dm","mm","mm","dd","HI 13",0.736842105,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.07,73.8,"51.59","Mus musculus","16-09-17",NA,NA,"0.0353",NA,"0.0158",0.0781,NA,NA,1,0,0,0,0,"Dorfstrasse 28 Wichmanndorf 17268","adult","Czech",55,0.0562,NA,NA,NA,NA,NA,"0.16","TRUE",TRUE,0,0,0,0,0,2,1,1,0,0.597559907930812,0,"13.6422 53.2375"
"AA_0436","HZ_BR","WUGG","F",14.2606,52.0875,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","100/120","100","80/100","mm","mm","mm","dm","dd","dm","HI 12",0.782608696,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.31,79.01,"73.68","Mus musculus","16-09-17",NA,NA,"0.0678",NA,NA,NA,NA,NA,0,0,0,0,0,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",NA,NA,0.0046,0.0049,NA,"0",0,"0.64","FALSE",TRUE,0,0,0,0,0,0,1,0,0,0.638913116927774,8398,"14.2606 52.0875"
"AA_0437","HZ_BR","HOPPE5","M",13.6686,52.4936,2017,"d","m","d","d","d",NA,"d","d","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.052631579,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5.5,53.78,"64.5","Mus musculus","16-09-17",NA,NA,"0.0068",NA,NA,NA,NA,NA,0,0,0,0,0,"Pappelweg 5 Münchehofe","young","Czech",NA,NA,NA,NA,NA,NA,NA,"0.1","FALSE",TRUE,0,0,0,0,0,4,0,0,0,0.427801798289994,0,"13.6686 52.4936"
"AA_0438","HZ_BR","PAPP1","M",13.6506,53.2108,2017,"d","m","m","m","m",NA,"m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",10.87,67.91,"59.4","Mus musculus","16-09-17",NA,NA,"0.0253",NA,"0.0062",NA,NA,NA,0,0,0,0,0,"Pappelwerder 1 Papp1","adult","Czech",0.0375,0.0399,NA,NA,NA,NA,NA,"0.32","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.565647941763855,0,"13.6506 53.2108"
"AA_0439","HZ_BR","AHR19","M",14.0756,52.1736,2017,"d","m","m","m","m",NA,"d","m","100","95","125","100/120","90/100","100","mm","mm","mm","dm","dm","dd","HI 13",0.684210526,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.88,81.9,"80.82","Mus musculus","16-09-17",NA,NA,"0.0438",NA,"0.0202",0.1434,NA,NA,0,0,0,0,0,"Lindenstraße 19, 15848 Beeskow, Germany","adult","Czech",0.0594,0.0602,NA,NA,NA,NA,NA,"0.49","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.654564392303511,0,"14.0756 52.1736"
"AA_0442","HZ_BR","SCHAD5","M",14.2697,52.0439,2017,"d","m","m","m","m",NA,"m","m","100","95","125","120","90","80","mm","mm","mm","mm","mm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.35,77.39,"80.3","Mus musculus","16-09-17",NA,NA,"0.0249",NA,"0.0181",0.1143,NA,NA,0,0,0,0,0,"Schadow 5 dorfstrasse","adult","Czech",0.0578,0.0605,NA,NA,NA,NA,NA,"0.43","FALSE",TRUE,0,0,0,0,0,43,0,0,0,0.628007569346966,0,"14.2697 52.0439"
"AA_0443","HZ_BR","WUGG","M",14.2606,52.0875,2017,"d","m","m","m","m",NA,"m","m","100","95","125","100/120","70/100","80","mm","mm","mm","dm","dm","mm","HI 13",0.842105263,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",18.96,85.31,"74.68","Mus musculus","16-09-17",NA,NA,"36",NA,"0.0247",0.16,NA,NA,0,0,0,0,0,"Friedländer Ausbau, 15848 Friedland, Germany","adult","Czech",0.0764,0.0795,NA,NA,NA,NA,NA,"0.26","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.661749545009082,0,"14.2606 52.0875"
