"Mouse_ID","Transect","Code","Sex","Longitude","Latitude","Year","mtBamH","YNPAR","X332","X347","X65","Tsx","Btk","Syap1","Es1","Gpd1","Idh1","Mpi","Np","Sod1","Es1C","Gpd1C","Idh1C","MpiC","NpC","Sod1C","HI_NLoci","HI","State","Locality","ID","PIN","Arrival","Wean","Death","Dist","Dissection","DaysInLab","BW","L","LCd","Spleen","Ltestis","Rtestis","Testes","Lepid","SemVes","Uterus","Ovaria","Grav","Litters","NN","MM","FF","Protocol","Aspiculuris_tetraptera","Syphacia_obvelata","Trichuris_muris","Taenia_taeniformis","Flea","Note","Zfy2","X","collapsed.GT","ith","L15","Y","Longitude.extra","Latitude.extra","Notes","Body_weight","Body_length","Tail_length","Species","Capture","Head.taken.","Liver_mass","Spleen_mass","Testis_mass","Left.epididymis.weight","Seminal.vesicle.weight","Embryo","Mix_Syphacia_Aspiculuris","Heterakis_spumosa","Mastophorus_muris","Hymenolepis_microstoma","Catenotaenia_pusilla","Cysticercus","Address","Status","Dissectors","Left_Testis_mass","Right_Testis_mass","Left.ovarium.weight","Right.ovarium.weight","Total","Embryo_left","Embryo_right","Feces_weight","Ectoparasites","Worms_presence","Hymenolepis_diminiuta","Taenia_martis","Heligmosomoides_polygurus","Hymenolepis","Taenia","Aspiculuris_Syphacia","Trichuris","Heterakis","Mastophorus","BCI","location","OPG"
"AA_0302","HZ_BR","HOPPE1","M",13.6761,52.4978,2017,"d","m","d","d","m","m","m","m","94/100",NA,"100/125","100","100","100","dm",NA,"dm","dd","dd","dd","HI 13",0.388888889,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,84.25,"96.58","Mus musculus","13-09-17",NA,NA,"0.0205",NA,"0.0262",0.2137,NA,NA,0,0,0,0,0,"Reitsport Münchehofe Minderhofer strasse","adult","Czech",0.0789,82,NA,NA,NA,NA,NA,"0.43","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.650640116866487,"13.6761 52.4978",0
"AA_0303","HZ_BR","KLEINS31","M",13.8675,52.2428,2017,"d","m","d","d","d","d","d","d","94","100","125","100","70/100","100","dd","dd","mm","dd","dm","dd","HI 14",0.2,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.92,83.28,"91.96","Mus musculus","13-09-17",NA,NA,"0.0528",NA,"0.0194",232,NA,NA,0,0,0,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","adult","Czech",0.0506,0.0538,NA,NA,NA,NA,NA,"0.04","FALSE",TRUE,0,0,0,0,0,137,0,0,0,0.664875845168849,"13.8675 52.2428",28125
"AA_0304","HZ_BR","HOPPE1","F",13.6761,52.4978,2017,"d",NA,"dd","dd","mm","mm","mm","mm","100","100","100/125","100","100","80","mm","dd","dm","dd","dd","mm","HI 13",0.52,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.58,82.08,"81.92","Mus musculus","13-09-17",NA,NA,"0.0258",NA,NA,NA,NA,NA,0,0,0,0,0,"Reitsport Münchehofe Minderhofer strasse","pregnant","Czech",NA,NA,NA,NA,NA,"2",1,"0.69","FALSE",TRUE,0,0,0,0,0,4,0,0,0,0.622998738754753,"13.6761 52.4978",0
"AA_0307","HZ_BR","KLEINS31","F",13.8675,52.2428,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94/100","100","100/125","100","70/100","100","dm","dd","dm","dd","dm","dd","HI 13",0.12,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,43,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.75,78.75,"85.58","Mus musculus","13-09-17",NA,NA,"368",NA,NA,NA,NA,NA,0,0,0,0,0,"Pferdefreunde klein-schauen alte-dorfstrasse 31 15859 stokow","pregnant","Czech",NA,NA,NA,NA,NA,"2",5,"0.56","FALSE",TRUE,0,0,0,0,0,43,0,0,0,0.645492128310246,"13.8675 52.2428",0
"AA_0319","HZ_BR","DUBEN24","F",13.8103,51.8978,2017,"d",NA,"dd","dd","dd","dd","dd","dd","94","100","100","100","70","100","dd","dd","dd","dd","mm","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.2,73.41,"74.28","Mus musculus","13-09-17",NA,NA,"0.02",NA,NA,NA,NA,NA,0,0,0,0,0,"dubener hauptstrasse 24","adult","German",NA,NA,NA,NA,NA,"0",0,"0.84","TRUE",TRUE,0,0,0,0,0,0,9,0,0,0.617598884096132,"13.8103 51.8978",30804
"AA_0320","HZ_BR","DUBEN24","M",13.8103,51.8978,2017,"d","m","d","d","d","d","d","d","94",NA,"100","100","100","100","dd",NA,"dd","dd","dd","dd","HI 13",0.055555556,"Germany",NA,NA,NA,NA,NA,NA,NA,"14/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.37,79.23,"84.3","Mus musculus","13-09-17",NA,NA,"0.0509",NA,"0.0237",0.1369,NA,NA,0,0,0,0,0,"dubener hauptstrasse 24","adult","Czech",0.0702,0.0702,NA,NA,NA,NA,NA,"0.74","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.639346617968452,"13.8103 51.8978",0
"AA_0321","HZ_BR","DORETT","M",13.4622,53.1119,2017,"m","m","m","m",NA,"d","m","m","100","95","125","120","90/100","80","mm","mm","mm","mm","dm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,37,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",9.42,69.59,"65.19","Mus musculus","14-09-17",NA,NA,"0.0335",NA,"0.0139",0.0221,NA,NA,0,0,0,0,0,"Dorretenhof Gut Doretenhof 2/3","BA","Czech",0.0516,0.0518,NA,NA,NA,NA,NA,"0.41","FALSE",TRUE,0,0,0,0,0,37,0,0,0,0.52864376823428,"13.4622 53.1119",2134
"AA_0322","HZ_BR","WOLZ1","M",13.8339,52.2694,2017,"d","m","d","m","d","d","d","d","94","100","100","100","70/100","100","dd","dd","dd","dd","dm","dd","HI 14",0.15,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.85,77.72,"87.97","Mus musculus","14-09-17",NA,NA,"0.0291",NA,"0.0142",0.0436,NA,NA,0,0,0,0,0,"Spreehagenstr. 1 15754 Heidesee","adult","Czech",0.0945,0.0965,NA,NA,NA,NA,NA,"0.6","FALSE",TRUE,0,0,0,0,0,1,0,0,0,0.648811758486672,"13.8339 52.2694",0
"AA_0323","HZ_BR","DORETT","F",13.4622,53.1119,2017,"m",NA,"mm",NA,"mm","dd","mm","mm","100","95","100/125","120","90/100","80","mm","mm","dm","mm","dm","mm","HI 12",0.826086957,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",8.1,69.25,"60.8","Mus musculus","14-09-17",NA,NA,"0.0137",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorretenhof Gut Doretenhof 2/3","adult","Czech",NA,NA,1,0.0016,0.0026,"0",0,"0.75","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.493629241474457,"13.4622 53.1119",0
"AA_0325","HZ_BR","STORK84","M",13.4408,53.0497,2017,"d","m","m","m","m","d","m","m","100","100","125","120","90","80","mm","dd","mm","mm","mm","mm","HI 14",0.8,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.71,79.52,"73.51","Mus musculus","14-09-17",NA,NA,"0.0651",NA,"0.0137",0.0321,NA,NA,0,0,3,0,0,"Dorfstrasse 84 Storkow",NA,"Czech",0.0656,0.0652,NA,NA,NA,NA,NA,"0.29","FALSE",TRUE,0,0,0,3,0,7,0,0,0,0.61437894746042,"13.4408 53.0497",2586
"AA_0326","HZ_BR","JOACHH3","M",13.4589,53.1247,2017,"d","m","m","m","m","d","d","m","94","95","125","120","90/100","80","dd","mm","mm","mm","dm","mm","HI 14",0.7,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.71,75.86,"75.86","Mus musculus","14-09-17",NA,NA,"0.0459",NA,"13",0.0741,NA,NA,0,0,0,0,0,"JOACHIM3",NA,"Czech",0.0547,0.0564,NA,NA,NA,NA,NA,"0.51","TRUE",TRUE,0,0,0,0,0,2,0,0,0,0.587307452385919,"13.4589 53.1247",0
"AA_0327","HZ_BR","STORK84","F",13.4408,53.0497,2017,"d",NA,"mm","mm","mm","dd","mm","mm","100","100","100/125","120","70/90","80/100","mm","dd","dm","mm","mm","dm","HI 13",0.72,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",17.17,84.8,"75.82","Mus musculus","14-09-17",NA,NA,"0.0416",NA,NA,NA,NA,NA,0,0,0,0,0,"Dorfstrasse 84 Storkow",NA,"Czech",NA,NA,0.0043,0.0039,0.0082,"0",0,"0.12","FALSE",TRUE,0,1,0,0,1,18,0,0,0,0.640309557664689,"13.4408 53.0497",0
"AA_0329","HZ_BR","BRIES23","M",14.0189,51.9661,2017,"m","m","m","m","m","m","m","m","100","95","125","120","70","80","mm","mm","mm","mm","mm","mm","HI 14",1,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.09,80.24,"80.38","Mus musculus","14-09-17",NA,NA,"0.0206",NA,"0.0178",0.0869,NA,NA,0,0,0,0,0,"Haus am See 23 Briesensee",NA,"Czech",0.0603,0.0618,NA,NA,NA,NA,NA,"0.61","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.633565320764708,"14.0189 51.9661",0
"AA_0331","HZ_BR","TEMPL1","F",13.4781,53.1153,2017,"m",NA,"mm","mm","mm","mm","mm","mm",NA,"95","125","120","90/100","80",NA,"mm","mm","mm","dm","mm","HI 12",0.956521739,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,214,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.77,80.89,"75.87","Mus musculus","14-09-17",NA,NA,"36",NA,NA,NA,NA,NA,0,1,0,0,0,"TEMP1",NA,"Czech",NA,NA,45,6,0.0105,"0",0,"0.12","FALSE",TRUE,0,0,0,0,0,226,0,0,1,0.641824192756885,"13.4781 53.1153",0
"AA_0333","HZ_BR","TEMPL1","M",13.4781,53.1153,2017,"m","m","m","m","m","m","m","m","100","95","125","120","100","80","mm","mm","mm","mm","dd","mm","HI 14",0.9,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,22,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"left kidney regressed",17.87,82.12,"76.82","Mus musculus","14-09-17",NA,NA,"0.0885",NA,"0.0185",0.0938,NA,NA,0,0,0,6,0,"TEMP1",NA,"Czech",0.0528,0.05,NA,NA,NA,NA,NA,"0.46","FALSE",TRUE,0,0,0,0,6,67,0,0,0,0.654039147186011,"13.4781 53.1153",0
"AA_0334","HZ_BR","HARN58","M",14.0078,52.6825,2017,"m","m","m","m","m","m",NA,"m","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 13",0.947368421,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.16,73.26,"68.44","Mus musculus","14-09-17",NA,NA,"0.0209",NA,"0.0173",0.1107,NA,NA,0,0,0,0,0,"Hauptstrasse 58 15345 Harnedorf",NA,"Czech",0.0718,0.0748,NA,NA,NA,NA,NA,"0.05","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.581775335602092,"14.0078 52.6825",0
"AA_0335","HZ_BR","KLEINE","F",14.0542,51.9744,2017,"d",NA,"mm","mm","mm","mm","mm","mm","100","95","100","120","70","80/100","mm","mm","dd","mm","mm","dm","HI 13",0.84,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.65,76.7,"71.65","Mus musculus","14-09-17",NA,NA,"0.0297",NA,NA,NA,NA,NA,0,0,0,0,0,"Waldstrasse 1",NA,"Czech",NA,NA,0.0027,0.0029,0.0056,"0",0,"0.51","TRUE",TRUE,0,1,0,0,1,0,0,0,0,0.602257769245819,"14.0542 51.9744",0
"AA_0337","HZ_BR","ALTR39","F",14.0817,52.7667,2017,"m",NA,"mm","mm","mm","dd","mm","mm",NA,"95","125","120","70","80",NA,"mm","mm","mm","mm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,115,4,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.58,81.18,"73.78","Mus musculus","14-09-17",NA,NA,"21",NA,NA,NA,NA,NA,0,0,0,0,0,"Alte Heerstrasse 39","post partum","Czech",NA,NA,0.0033,0.0039,0.0072,"0",0,"0.6","FALSE",TRUE,0,0,0,0,0,181,4,0,0,0.60947293975809,"14.0817 52.7667",0
"AA_0340","HZ_BR","JOACHH3","F",13.4589,53.1247,2017,"d",NA,"mm","mm",NA,"mm","mm","mm","94","95","125","120","70/100","80","dd","mm","mm","mm","dm","mm","HI 12",0.826086957,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",22.19,80.3,"73.83","Mus musculus","14-09-17",NA,NA,"0.0231",NA,NA,NA,NA,NA,0,0,0,0,0,"JOACHIM3","pregnant","Czech",NA,NA,NA,NA,NA,"3",2,"0.13","FALSE",TRUE,0,0,0,0,0,9,0,0,0,0.706749785063077,"13.4589 53.1247",0
"AA_0341","HZ_BR","TEMPL28","F",13.4864,53.1275,2017,"m",NA,"mm","mm","mm","dd","mm",NA,"100","95","125","120","70/90","80","mm","mm","mm","mm","mm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.8,80.13,"63.74","Mus musculus","14-09-17",NA,NA,"0.0334",NA,NA,NA,NA,NA,0,0,0,0,0,"Lychenerstrasse 28 17268 templin",NA,"Czech",NA,NA,0.0046,0.0039,NA,"0",0,"0.54","FALSE",TRUE,0,0,0,0,0,9,0,0,0,0.629614531544937,"13.4864 53.1275",0
"AA_0343","HZ_BR","BRIES23","F",14.0189,51.9661,2017,"m",NA,"mm","dd","mm","mm","mm","mm","100","95/100","100/125","120","100","80","mm","dm","dm","mm","dd","mm","HI 13",0.76,"Germany",NA,NA,NA,NA,NA,NA,NA,"15/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14.79,80.06,"73.72","Mus musculus","14-09-17",NA,NA,"0.0414",NA,NA,NA,NA,NA,0,0,0,0,0,"Haus am See 23 Briesensee",NA,"Czech",NA,NA,0.0042,0.0064,0.0106,"0",0,"0.13","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.614667749252542,"14.0189 51.9661",0
"AA_0365","HZ_BR","DANNE16","M",13.9578,52.7714,2017,"d","m","m","m","m","d","m","m","100","100","100","100","70","80/100","mm","dd","dd","dd","mm","dm","HI 14",0.55,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",13.12,73.7,"70.01","Mus musculus","15-09-17",NA,NA,"0.0306",NA,"0.0116",0.0412,NA,NA,0,0,0,0,0,"Birkenweg 16 16259 Dannenberg","adult","Czech",0.0472,0.0528,NA,NA,NA,NA,NA,"0.08","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.59863630414326,"13.9578 52.7714",0
"AA_0367","HZ_BR","DANNE16","F",13.9578,52.7714,2017,"d",NA,"mm","mm","mm","dm","mm","dm","100","95","100","100/120","90","100","mm","mm","dd","dm","mm","dd","HI 13",0.68,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.87,82.73,"73.19","Mus musculus","15-09-17",NA,NA,"0.0567",NA,NA,NA,NA,NA,0,0,0,0,0,"Birkenweg 16 16259 Dannenberg","post partum","Czech",NA,NA,0.0043,0.0061,0.0104,"0",0,"0.06","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.626062510213938,"13.9578 52.7714",0
"AA_0370","HZ_BR","SEEW6","F",13.8767,52.2089,2017,"d",NA,"mm","dd","dd","dd","dd","dd","94","100","100","100","100","100","dd","dd","dd","dd","dd","dd","HI 13",0.08,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",20.34,84.42,"83.35","Mus musculus","15-09-17",NA,NA,"147",NA,NA,NA,NA,NA,0,0,0,0,0,"Seeweg 6, 15859 Storkow (Mark), Germany","pregnant","Czech",NA,NA,NA,NA,NA,"2",5,"0.73","TRUE",TRUE,0,0,0,0,0,8,0,0,0,0.679152902037098,"13.8767 52.2089",0
"AA_0374","HZ_BR","SAW10","M",14.1808,52.0747,2017,"m","m","m","d","d","d","d","d","100","95/100","100/125","120","70","100","mm","dm","dm","mm","mm","dd","HI 14",0.55,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.4,77.68,"79.36","Mus musculus","15-09-17",NA,NA,"0.0246",NA,"0.0124",0.0725,NA,NA,0,0,0,0,0,"Sawaller dorfstrasse 10 15848","adult","Czech",0.0406,0.0419,NA,NA,NA,NA,NA,"0.22","FALSE",TRUE,0,0,0,0,0,4,0,0,0,0.628215061440563,"14.1808 52.0747",0
"AA_0393","HZ_BR","GUHL29","F",14.1442,52.0172,2017,"d",NA,"mm","mm","mm","mm","mm","mm",NA,"95","100/125","120","70/100","80",NA,"mm","dm","mm","dm","mm","HI 12",0.869565217,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,9,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",19.03,85.09,"75.59","Mus musculus","15-09-17",NA,NA,"49",NA,NA,NA,NA,NA,0,0,0,0,0,"Guhlener dorfstrasse 29 15913 Schwielochser","post partum","Czech",NA,NA,NA,NA,NA,"0",0,"0.13","FALSE",TRUE,0,0,0,0,0,6,9,0,0,0.662963379613504,"14.1442 52.0172",0
"AA_0394","HZ_BR","SAW10","F",14.1808,52.0747,2017,"m",NA,"mm","dm","dd","dm","mm","mm","94/100","95/100","100/125","120","70","100","dm","dm","dm","mm","mm","dd","HI 13",0.64,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15.82,83.2,"78.85","Mus musculus","15-09-17",NA,NA,"0.0275",NA,NA,NA,NA,NA,0,0,0,0,0,"Sawaller dorfstrasse 10 15848","adult","Czech",NA,NA,3,0.0034,0.0064,"0",0,"0.6","FALSE",TRUE,0,0,0,0,0,7,0,0,0,0.624546591743288,"14.1808 52.0747",0
"AA_0403","HZ_BR","SABR6","M",14.1736,52.0892,2017,"m","m","m","m","m","d","m","m","94/100","100","125","120","70/100","80","dm","dd","mm","mm","dm","mm","HI 14",0.75,"Germany",NA,NA,NA,NA,NA,NA,NA,"16/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0,NA,"TRUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16,77.24,"77.13","Mus musculus","15-09-17",NA,NA,"0.03",NA,"0.0196",0.0738,NA,NA,0,0,0,0,0,"Beeskower strasse 6 ","adult","German",0.0537,0.0532,NA,NA,NA,NA,NA,"0.67","TRUE",TRUE,0,0,0,0,0,19,0,0,0,0.637828702594202,"14.1736 52.0892",0
"AA_0422","HZ_BR","LETS38","M",14.3217,52.6506,2017,"d","m","m","m","m","m","m","m","94",NA,"125","120","70","80","dd",NA,"mm","mm","mm","mm","HI 13",0.833333333,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",16.88,80.69,"71.77","Mus musculus","16-09-17",NA,NA,"0.0366",NA,"0.0235",119,NA,NA,0,0,0,0,0,"Wriezenerstrasse 38 15324 Letschin","adult","Czech",0.0762,0.0775,NA,NA,NA,NA,NA,"0.29","FALSE",TRUE,0,0,0,0,0,1,0,0,0,0.643675137368366,"14.3217 52.6506",0
"AA_0424","HZ_BR","GROSBA7","F",14.2775,52.6867,2017,"d",NA,"mm","mm","mm","mm","mm","mm","94/100","95","125","120","70/100","80","dm","mm","mm","mm","dm","mm","HI 13",0.88,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",21.28,85.97,"75.35","Mus musculus","16-09-17",NA,NA,"0.0268",NA,NA,NA,NA,NA,0,0,0,0,0,"Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim)","pregnant","Czech",NA,NA,NA,NA,NA,"0",4,"1.11","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.686521949742629,"14.2775 52.6867",0
"AA_0431","HZ_BR","KLEINB18","M",14.2769,52.6778,2017,"d","m","m","m","m",NA,"m","m","100","95","125","100/120","70","80","mm","mm","mm","dm","mm","mm","HI 13",0.894736842,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",12.98,73.32,"70.77","Mus musculus","16-09-17",NA,NA,"0.0288",NA,"0.0087",0.0223,NA,NA,0,0,0,0,0,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",0.0528,0.0543,NA,NA,NA,NA,NA,"0.68","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.596858936964865,"14.2769 52.6778",8824
"AA_0432","HZ_BR","HOPPE5","F",13.6686,52.4936,2017,"d",NA,"dd","dd","dd",NA,"dd","dd","94","100","100","100","90/100","100","dd","dd","dd","dd","dm","dd","HI 12",0.043478261,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",11.54,73.92,"85.25","Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"Pappelweg 5 Münchehofe","adult","Czech",NA,NA,0.0011,8e-04,0.0019,"0",0,"0.48","FALSE",FALSE,0,0,0,0,0,0,0,0,0,0.568400808969798,"13.6686 52.4936",0
"AA_0433","HZ_BR","KLEINB25","F",14.2733,52.6817,2017,"d",NA,"mm","mm","mm",NA,"mm","mm","100","95","125","120","70/100","80","mm","mm","mm","mm","dm","mm","HI 12",0.913043478,"Germany",NA,NA,NA,NA,NA,NA,NA,"17/09/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died in cage. Small protocol ",12.23,79.78,"68.53","Mus musculus","16-09-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kleinbarmim 28 15320 Alt-Barmim","adult","Czech",NA,NA,NA,NA,NA,NA,NA,"0.01","FALSE",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0.571759750414556,"14.2733 52.6817",0
